label,method,schedule,seed,final_coop_min,second_half_coop_mean,second_half_coop_std,success,final_lambda
meta_mapg_constant,meta_mapg,constant,49,0.0013460823955835123,0.0017316726158036957,0.0002729797851376619,0,1.5
meta_mapg_constant,meta_mapg,constant,50,0.001394575508433394,0.0018091335251698396,0.0002942231434434586,0,1.5
meta_mapg_constant,meta_mapg,constant,51,0.9970056816778219,0.9959443431292786,0.0007857079116739755,1,1.5
meta_mapg_constant,meta_mapg,constant,52,0.0013735659914807603,0.0017779949120180192,0.00028694591203584765,0,1.5
meta_mapg_constant,meta_mapg,constant,53,0.001379088771812381,0.0017831496112256048,0.00028889110720546737,0,1.5
meta_mapg_constant,meta_mapg,constant,54,0.0013792217673206746,0.0017855625744624167,0.00028830554471955775,0,1.5
meta_mapg_constant,meta_mapg,constant,55,0.0013716373714760875,0.0017752436157339423,0.00028696772186286284,0,1.5
meta_mapg_constant,meta_mapg,constant,56,0.0013448296748090707,0.001727451907839073,0.0002697546584074116,0,1.5
meta_mapg_constant,meta_mapg,constant,57,0.9973116262847147,0.9964634406410482,0.0005783087820170562,1,1.5
meta_mapg_constant,meta_mapg,constant,58,0.0013803108882725938,0.001788748087418097,0.00028970101831184294,0,1.5
meta_mapg_constant,meta_mapg,constant,59,0.0013287370916766897,0.001698232619503513,0.00026148304529173474,0,1.5
meta_mapg_constant,meta_mapg,constant,60,0.9969722074629771,0.9960932461520552,0.0006791198472349225,1,1.5
meta_mapg_constant,meta_mapg,constant,61,0.9969225987938147,0.9962478225240027,0.0004757222595998993,1,1.5
meta_mapg_constant,meta_mapg,constant,62,0.997073437842968,0.9962303122303882,0.0006673778495826287,1,1.5
meta_mapg_constant,meta_mapg,constant,63,0.9973169208585951,0.9964537622539817,0.0005535821913436477,1,1.5
meta_mapg_constant,meta_mapg,constant,64,0.9972273395205082,0.9964278070102485,0.0005317354108022946,1,1.5
meta_mapg_constant,meta_mapg,constant,65,0.001373315848501195,0.0017781681103082039,0.00028791031782479377,0,1.5
meta_mapg_constant,meta_mapg,constant,66,0.00138082160474262,0.0017878528418273515,0.0002893537356772251,0,1.5
meta_mapg_constant,meta_mapg,constant,67,0.0013602663941529411,0.0017558281674531226,0.00028071255957740006,0,1.5
meta_mapg_constant,meta_mapg,constant,68,0.9972410762331565,0.9965068604431226,0.0005940714516246562,1,1.5
meta_mapg_constant,meta_mapg,constant,69,0.9969289134387929,0.9958168364763009,0.000774257179582486,1,1.5
meta_mapg_constant,meta_mapg,constant,70,0.0014084577795894701,0.0018390797710650041,0.0003081481293725193,0,1.5
meta_mapg_constant,meta_mapg,constant,71,0.001371407028415783,0.0017656349574883038,0.00028243234472483266,0,1.5
meta_mapg_constant,meta_mapg,constant,72,0.9969389717023778,0.9960439844212537,0.0005416505887164794,1,1.5
meta_mapg_constant,meta_mapg,constant,73,0.0013333352402739264,0.0017055215247589487,0.0002640737040118559,0,1.5
meta_mapg_constant,meta_mapg,constant,74,0.0015322415189540895,0.0020546340690573554,0.00038009849074977306,0,1.5
meta_mapg_constant,meta_mapg,constant,75,0.001396519935506867,0.0018182048534910683,0.0003011491528566543,0,1.5
meta_mapg_constant,meta_mapg,constant,76,0.001385629265658943,0.001799333534429773,0.000294869876427302,0,1.5
meta_mapg_constant,meta_mapg,constant,77,0.0013691427233417973,0.0017651479295075713,0.0002816845366487258,0,1.5
meta_mapg_constant,meta_mapg,constant,78,0.0013640273396996877,0.0017618242384445095,0.0002820534846756906,0,1.5
meta_mapg_constant,meta_mapg,constant,79,0.9970224758749692,0.9960452012452597,0.0005778118206839596,1,1.5
meta_mapg_two_phase,meta_mapg,two_phase,0,0.001366782450163698,0.0017669280464852135,0.00028427164704728045,0,0.08134738151212192
meta_mapg_two_phase,meta_mapg,two_phase,1,0.0014158885041763677,0.0018482891056836378,0.0003097429370130239,0,0.08134738151212192
