experiment,game,method,seed,success,final_reward_mean,final_coop_min,final_coop_mean
ablation,stag_hunt,lola_style,29,1,3.925537925833428,0.9846851410330263,0.9849721325042667
ablation,stag_hunt,lola_style,30,0,1.9930634761067245,0.0070392256227077435,0.0070872022971959605
ablation,stag_hunt,lola_style,31,0,1.9909115567720315,0.00934460209981601,0.009350752851121493
ablation,stag_hunt,lola_style,32,0,1.9911985600869797,0.009038213147917076,0.009046983408657405
ablation,stag_hunt,lola_style,33,1,3.919340891009923,0.9823522745907567,0.9837100672164169
ablation,stag_hunt,lola_style,34,1,3.929206608557597,0.9852961193987577,0.9857190619243551
ablation,stag_hunt,lola_style,35,0,1.9915731422967213,0.008636153454651812,0.008651397017229317
ablation,stag_hunt,lola_style,36,0,1.9923824613316798,0.007769469192831052,0.00780005860385464
ablation,stag_hunt,lola_style,37,1,3.9159718197023015,0.9826911978837618,0.9830214670381672
ablation,stag_hunt,lola_style,38,0,1.9926013220099024,0.0074330537072082046,0.007570561467756211
ablation,stag_hunt,lola_style,39,1,3.9136012287441178,0.9823672861064119,0.9825372954608387
ablation,stag_hunt,lola_style,40,1,3.9138328344232427,0.9816227504577866,0.9825851565566543
ablation,stag_hunt,lola_style,41,0,1.9932996607421063,0.006791998372351877,0.006840718422574426
ablation,stag_hunt,lola_style,42,0,1.9933426823992317,0.006696554024723551,0.006795838282564976
ablation,stag_hunt,lola_style,43,0,1.9927788797893458,0.007371209524714413,0.007384722020868218
ablation,stag_hunt,lola_style,44,0,1.992956169257353,0.007178338235321967,0.007199320049461066
ablation,stag_hunt,lola_style,45,0,1.9925347546859968,0.007623011956584511,0.007640370179519567
ablation,stag_hunt,lola_style,46,1,3.9163353551283095,0.9829012926983722,0.9830956392403944
ablation,stag_hunt,lola_style,47,1,3.9086637327767355,0.9807511550409066,0.9815283887575622
ablation,stag_hunt,lola_style,48,0,1.9930774178870743,0.006936941994052514,0.007072591564836834
ablation,stag_hunt,lola_style,49,1,3.933155801655656,0.9861357393162712,0.9865222602895879
ablation,stag_hunt,lola_style,50,0,1.9923748395057714,0.007799845614817429,0.007808057581507848
ablation,stag_hunt,lola_style,51,0,1.9925400921463237,0.0076063954735275515,0.007634774796078937
ablation,stag_hunt,lola_style,52,0,1.9933745113793697,0.006746314415768928,0.00676268973347088
ablation,stag_hunt,lola_style,53,0,1.9914085157725014,0.00882272449675897,0.008825133134625414
ablation,stag_hunt,lola_style,54,0,1.992869301133922,0.007279489689492176,0.0072901368101254
ablation,stag_hunt,lola_style,55,0,1.9922261192432855,0.007910298941018178,0.007964155367314806
ablation,stag_hunt,lola_style,56,0,1.9935871899888196,0.006308418007667055,0.006541001840702679
ablation,stag_hunt,lola_style,57,1,3.936040068706527,0.9868096621223081,0.9871083504939593
ablation,stag_hunt,lola_style,58,1,3.9226877417444004,0.9839377824392579,0.9843914966364742
ablation,stag_hunt,lola_style,59,1,3.9211672647903866,0.9840118285005225,0.9840814150554688
ablation,stag_hunt,lola_style,60,0,1.9932056695758544,0.006749671083319988,0.006938658208967231
ablation,stag_hunt,lola_style,61,1,3.9361794120428457,0.985830297744559,0.9871376437761799
ablation,stag_hunt,lola_style,62,0,1.9934887883624715,0.006266073743179671,0.006643180552449231
ablation,stag_hunt,lola_style,63,1,3.9292630519044653,0.9840269522415239,0.9857322132874285
ablation,stag_hunt,lola_style,64,1,3.918917901228183,0.9822426195805868,0.9836238172530254
ablation,stag_hunt,lola_style,65,1,3.9169843007507925,0.982928800635739,0.983228136671694
ablation,stag_hunt,lola_style,66,1,3.904620150486753,0.9806906216204329,0.9807005488680848
ablation,stag_hunt,lola_style,67,1,3.9290469303880724,0.9846438219275324,0.9856871241156393
ablation,stag_hunt,lola_style,68,0,1.9917525070360127,0.008451765419594172,0.008462325487406849
ablation,stag_hunt,lola_style,69,1,3.919645349217392,0.982563384315917,0.983771936168597
ablation,stag_hunt,lola_style,70,1,3.931766336675752,0.9861867325148462,0.9862396608559809
ablation,stag_hunt,lola_style,71,0,1.9928643516884657,0.007102991907681751,0.007295197189003061
ablation,stag_hunt,lola_style,72,0,1.9931782065824653,0.0069475633675966635,0.006967427366105594
ablation,stag_hunt,lola_style,73,0,1.9918382072564178,0.008347439350688629,0.008372065359407967
ablation,stag_hunt,lola_style,74,0,1.9933779071973214,0.006693275120249397,0.006759137612884461
ablation,stag_hunt,lola_style,75,1,3.9175374272919923,0.9823960198476641,0.9833415188427279
ablation,stag_hunt,lola_style,76,1,3.922587540703153,0.9841437912875961,0.9843709793371487
ablation,stag_hunt,lola_style,77,1,3.917021486879287,0.982916254603404,0.9832357342525749
ablation,stag_hunt,lola_style,78,0,1.9937793169489597,0.006265851678350916,0.006341302317904416
ablation,stag_hunt,lola_style,79,1,3.9185199443355097,0.9816412829832091,0.9835436739210603
ablation,stag_hunt,lola_style,80,1,3.9186048887405036,0.9831170587757446,0.9835589092073109
ablation,stag_hunt,lola_style,81,0,1.9926274871037584,0.007516775442678894,0.007543210891398841
ablation,stag_hunt,lola_style,82,0,1.9928423545754401,0.007193635285076479,0.007318270052780133
ablation,stag_hunt,lola_style,83,0,1.993070219755884,0.007070976883906007,0.007080166253305899
ablation,stag_hunt,lola_style,84,0,1.9928040012791444,0.007344830125654709,0.007358437994489502
ablation,stag_hunt,lola_style,85,0,1.9931291913223639,0.006826763139767243,0.00701847540801342
ablation,stag_hunt,lola_style,86,1,3.9286323959723095,0.9844071535491392,0.9856029725445723
ablation,stag_hunt,lola_style,87,0,1.993198422226065,0.006859129368552511,0.00694630858203992
